,Title,ReviewDate,Stay Date,comments,Restaurant_Name,Review_Sentiment
2468,"b'STOP GOING TO THIS PLACE, GUYS!!! DIRTIEST! UNHYGIENIC!'","b'Reviewed May 26, 2017 '",b'Date of visit: May 2017',"[b'Just found out that this place reuses the red chilli paste sauce left over on the table from the previous customers!! Every time after I went there, my stomach always acted weird, and I even once went to the hospital!\n\nAlso, found one of the...staff always went to the Kollupitiya market buying the rotten or left-over, lowest quality, almost-rotten vegetable for making ""kimchi""!! I can\'t even imagine any other disgusting and dishonest things they\'ve been doing that did not catch our eyes!!\nSTOP GOING THERE GUYSSSSS!!More']",Han Gook Gwan,NEGATIVE
2469,"b'Bad experience, never to visit'","b'Reviewed February 2, 2017 '",b'Date of visit: March 2016',"[b""We went to this restaurant for the main reason of trying out Korean food and we went there about 1 1/2 hours before they could close up for afternoon. They didn't have most of the things that we wanted to try out and hence we...were left out with having whatever that was available. But still they took a lot of time to serve. The Stewart was not courteous to explain what's in the menu. While having our lunch they were asking us to hurry up because they wanted to close up. We wanted to have dessert but they didn't want to offer. The food was tasteless and pricey too. Everybody in the restaurant was taking more of time on their lunch due to the pouring rains that was there. After we were done, they immediately put us out of the restaurant despite considering customer service on a rainy afternoon. They were very rude hence i strongly advice not to visit.More""]",Han Gook Gwan,NEGATIVE
2470,b'Nice food',"b'Reviewed July 26, 2020 '",b'Date of visit: July 2020',[b'One of the best cafes in Colombo I have been there with my friends and realy enjoyed the food from kade pan and Ross pan with polsambol is one of my favorite. They have very nice cakes and cup cakes too. Also the drinks are...fantastic too.when I compare with the other restaurants this place is very very reasonable. I am happy that i found a nice place to go with my friends.More'],NR Bakers & Cafe,POSITIVE
2471,b'Delicious food and drinks',"b'Reviewed July 16, 2020 '",b'Date of visit: July 2020',[b'I recently found this place and am delighted with the quality of the food as well as their very reasonable prices.  They use the best ingredients for all of their items.  Everything is so tasty!  I will be going back on a regular basis.'],NR Bakers & Cafe,POSITIVE
2472,"b'Antique setup , normal food with the harbour view'","b'Reviewed February 12, 2020 '",b'Date of visit: February 2020',"[b'Food was normal , friendly staff. Rs.1880/- per head without the beverages for the buffet lunch. Ms, wasana supported a lot. calm environment with a pianist .']",Harbour Room,POSITIVE
2473,b'Splendid View of the Harbour \xe2\x80\x93 Cordial Friendly service',"b'Reviewed November 2, 2019 '",b'Date of visit: November 2019',"[b'Four of us had lunch at Harbour Restaurant of the Grand Oriental Hotel on 02nd November 2019.  The Harbour Restaurant is the one on the fourth floor of this colonial building not to be confused with the buffet restaurant on the ground floor.  We enjoyed...the vintage fittings and the vintage lift going up to the fourth floor.\nWe were greeted at entrance and shown to a table overlooking the harbour.  The lady who served us was friendly, cordial and pleasant and looked after our needs throughout our stay at the restaurant.  The dining hall was spacious.  The bar at the entrance was well stocked.  The buffet was well laid out.\nWe enjoyed a companionable drink, while enjoying the view of the harbour.  The buffet was mainly Sri Lankan cuisine including seafood as well as other meat and vegetable dishes.  The vegetable soup too was tasty.  There was a scrumptious dessert too.  All of us agreed that the food was wholesome and tasty.\nThe price was reasonable at Rs 1,880 (USD 10) per person compared to similar restaurants in other hotels.More']",Harbour Room,POSITIVE
2474,b'Amazing views complemented by good food and friendly staff',"b'Reviewed September 11, 2019 '",b'Date of visit: August 2019',[b'Harbor room secures the best view of any of the hotel restaurants in Colombo with its close proximity to the passenger terminal of the Colombo harbor. The interiors are slightly dated yet the night view of the harbor trades off for it. Their spread is...relatively simple but well thought of and well prepared. And has always lived upto our satisfaction each time we visited. The staff has always been courteous and the most humble with full of smiles. The drinks too are reasonably priced and i would recommend that you visit the place during their food festivals. Been there for the Jaffna food festival and British food festival and should say they were both outstanding for the price you pay.  Its nearly half the price of what you would otherwise spend at Colombo Hilton!More'],Harbour Room,POSITIVE
2475,b'Good restaurant',"b'Reviewed July 10, 2019 '",b'Date of visit: August 2018',"[b""Without doubt the best thing of Grand Oriental Hotel is this restaurant in the upper floor. From here you have a wonderful view on the harbour.\nThe breakfast buffet is quite large but the dinner buffet offer it's a great value because there are a...lot of dishes which are very good.More""]",Harbour Room,POSITIVE
2476,b'Average food but great view and cheaper than other hotels',"b'Reviewed April 8, 2019 '",b'Date of visit: April 2019',"[b'I visited this place for lunch with family. They have a daily lunch Buffet where a ticket is Rs. 1,890/- all inclusive. If you want a table with a view of the harbor you need to book and make a reservation in advance. \n\nThis is...on the 4th floor of GOH  and the whole building looks a bit antique. They have parking where you need to inform the security guard at the entrance and he will take you to a reserved parking spot. He will give you a parking ticket which you must get signed at the restaurant for free parking or else you need to pay Rs. 500/-\n\nThe food was tasty but nothing great and the dessert was average. The place looked clean and the staff were friendly. Compared to all the other hotels in Colombo, this was the cheapest buffet restaurant available. \n\nThe best part I loved about this restaurant was the awesome view of the harbor which I have never seen before.More']",Harbour Room,NEGATIVE
2477,b'No table if you want to have a drink with a view!',"b'Reviewed March 21, 2019 '",b'Date of visit: March 2019',"[b'I visited last night taking some friends who were touring Sri Lanka. The place did not have much of a crowd yet, we were told that we can get a table with a view only if we are dining. So after few beers we left...and still non of those tables were occupied. If we were given a table, we would have spend much more money compared to those who come just to dine. So if you are going there to sip a beer with friends overlooking the harbor, unfortunately this is not the place.More']",Harbour Room,NEGATIVE
2478,b'budget buffet in a colonial building',"b'Reviewed December 13, 2018 '",b'Date of visit: December 2018',"[b'pros : Budget, taste is good, the view is unique and picturesque, better suits for dinner, no hassle for parking(for dinner)\n\nIf you expect a fine dining experience, this is not the place for you. limited variety yet tasty food.']",Harbour Room,POSITIVE
2479,b'Great Setting but ...',"b'Reviewed November 1, 2018 '",b'Date of visit: November 2018',"[b'A colonial building and beautiful views of the harbour . Great live music in the evenings . The good however is a bit of a let down . There is a mixed buffet that tries hard to please all palates ,but unfortunately falls short in...taste and quality . The dessert section had insects on the plate ....\nVisit for the atmosphere if you like but not really for a fine dining experience !More']",Harbour Room,NEGATIVE
2480,b'A Must Visit for those into History/Nosralgia',"b'Reviewed September 7, 2018 '",b'Date of visit: September 2018',"[b'I cherish my memories of the Harbour Room, spread back to 1979 and the early 80\xe2\x80\x99s. This restaurant has great seafood and a charming view of Colombo Harbour. The interiors need a re-think without loosing the calm and ambiance which makes this a unique truly...Ceylonese character!More']",Harbour Room,POSITIVE
2481,b'A historic Sri Lankan restaurant',"b'Reviewed June 7, 2018 '",b'Date of visit: July 2017',[b'This place gives a great view of Colombo harbor. Buffet is good for the price. Place is also calm. Place has a bit colonial atmosphere.'],Harbour Room,POSITIVE
2482,b'Very creative bamboo biriyani. ',"b'Reviewed September 5, 2020 '",b'Date of visit: September 2020',"[b'The bamboo biriyani was very presentable and delicious.  No hesitation in recommending anybody. Delivered with care.', b'Thanks a lot for your lovely review & recommendation.']",Ammas Tasty and Healthy Food,POSITIVE
2483,b'Best of the best Buriyani',"b'Reviewed August 29, 2020 '",b'Date of visit: August 2020',"[b'We ordered one Buriyani Sawan for 6 people and enjoyed it with e finest taste. It was well presented and the food was so delicious. Definitely worth spending. My family and I very well enjoyed the food.', b'Thanks a lot Roshenka for the review and hope that you will enjoy the same with us in future as well.']",Ammas Tasty and Healthy Food,POSITIVE
2484,b'Clay Pot Buriyani',"b'Reviewed August 27, 2020 '",b'Date of visit: August 2020',"[b'We tried clay pot buriyani on the 23rd of August 2020, to celebrate our 22nd wedding anniversary The food was absolutely wonderful, from preparation to presentation, very pleasing.', b'Thanks for your review and we are really please for your review.']",Ammas Tasty and Healthy Food,POSITIVE
2485,b'No. 1 daily meal choice for WTC people',"b'Reviewed August 19, 2020 '",b'Date of visit: August 2020',[b'Tasty and good value. It\xe2\x80\x99s the easiest choice of lunch and sometimes dinner for those who work in WTC and visitors too. And the staffs here are always nice and helping.'],Sen-Saal,POSITIVE
2486,b'Excellent experience ',"b'Reviewed August 14, 2020 '",b'Date of visit: August 2020',[b'Excellent and superior service provided by the staff! Good and fresh food! Mr. Rodney is really friendly and his service is at its best.'],Sen-Saal,POSITIVE
2487,b'Good Curry',"b'Reviewed March 5, 2020 '",b'Date of visit: February 2020',"[b'We stumbled upon this place for local Sri Lanka Breakfast on our very first day in Colombo. Staff was friendly and helpful to explain the different dishes to us before we placed our order. We saw many office staff came here to take away breakfast...before started working. We order curry fish and chicken curry respectively served with Prata Rotti with add on of Dal and peas; with coffee and tea. Total damage was less than LKR800 which we thought it was reasonable. Both curry was nice, but the Prata was too hard and chewy. Coffee also very diluted that didn\xe2\x80\x99t taste coffee at all with only milk taste. Hence, overall experience is slightly above average because the food could have been better since it is a local delights.More']",Sen-Saal,NEGATIVE
2488,b'Good for regular Sri Lankan meal',"b'Reviewed February 12, 2020 '",b'Date of visit: October 2019',"[b'Good Sri Lankan meals and short eats also. There are some western dishes, but basically this restaurant is very much localized.']",Sen-Saal,POSITIVE
2489,"b'Quick and Delicious, Great Customer Service and Staff Attitude '","b'Reviewed January 30, 2020 '",b'Date of visit: January 2020',"[b'Situated inside the World Trade Center building in the center of the Colombo is this hot spot for Sri Lankan Cuisine and other cuisines. They have variety of food from mail meals, appetizers to desserts. Prices are really attractive and provides good portions. You can...call them and pre order as well. They give fast and really good customer service. Both Visa and AMEX card Payment option is available. Great place to have meals at and take away too. Recommend their fish and chips / Chicken and Chips.More']",Sen-Saal,POSITIVE
2490,b'Great Choice but poor taste',"b'Reviewed November 5, 2019 '",b'Date of visit: October 2019',"[b'There are plenty of bakery ,cooked ice cream salads cakes sweets coffee etc available for dining and take away. The ques tends to get bit to long during rush hours . The taste of the food is hopeless to bad . most of the food...is bland and staff seems to be confused most of the time.More']",Sen-Saal,NEGATIVE
2491,b'Lunch',"b'Reviewed July 4, 2020 '",b'Date of visit: July 2020',"[b'Beef biriyani, Chicken biriyani, Chicken65... one of the most underrated restaurants in Colombo. Fabulous taste and wonderfully friendly service. Thanks spice coast you do Biriyani right....']",Spice Coast,POSITIVE
2492,b'Take Away ',"b'Reviewed September 13, 2019 '",b'Date of visit: September 2019',[b'We had a take away of Naans and currys. The food was not tasty including the naans. The service was fast and good. The cashier was very slow.'],Spice Coast,NEGATIVE
2493,b'Best Briyani',"b'Reviewed August 12, 2019 '",b'Date of visit: August 2019',[b'Always my go-to in Colombo for chicken Briyani! This is one of the rare spaces with food that is spicy and flavorful.'],Spice Coast,POSITIVE
2494,b'Great ',"b'Reviewed August 7, 2019 '",b'Date of visit: August 2019',[b'One of the best place to visit to have delicious food in Colombo!!!\nGreat atmosphere \nGreat food especially hot butter cuttlefish!!! Never ending craze \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'],Spice Coast,POSITIVE
2495,b'Delicious food\xf0\x9f\x91\x8c',"b'Reviewed June 19, 2019 '",b'Date of visit: March 2019',"[b'One of the best restaurant in town which serves authentic Indian cuisine.\nFood is really good.\nThey have Indian options as well as the Chinese ones too.\nTheir hyderbadi dum biryani can be recommended without any hesitation.\nStaff is friendly,attentive and provides an efficient service....Prices seems reasonable.\nHighly recommended.More']",Spice Coast,POSITIVE
2496,b'THE BEST INDIAN RESTAURANT IN SRILANKA',"b'Reviewed January 21, 2019 '",b'Date of visit: December 2018',"[b'awesome taste of food with a fantastic beach view,specially those naan varieties very taste,if you guys visit srilanka experience the real taste of a indian food here,reserve your tables be four you go mostly full crowded,amassing hospitality too,']",Spice Coast,POSITIVE
2497,b'Spice ',"b'Reviewed January 11, 2019 '",b'Date of visit: January 2019',"[b'""Great place to dine with family Very friendly staff  Very clean \nSea food is fresh \nmutton biriyani -a definite 5 star *suggestion- Kids menu will Be a great add on ""']",Spice Coast,POSITIVE
2498,b'Spiced up with spice coast',"b'Reviewed January 11, 2019 '",b'Date of visit: January 2019',"[b""Having ordered through Uber Eats quite a few times Me and Kev decided to give it a shot.On entering, the staff welcomed us with this happy dent smile and placed this menu which had all those magical dishes in it.We skipping breakfast decided to go with every category int he menu.\nThey gave us a cute little shot sized welcome drink (pineapple) which was a kind gesture in the prickling heat.Now the food arrives and Om nom nom  We already started eating it with our eyes. Kev as usual was focused on the photo shoot and me greedily waiting to gulp it down.\nThe presentation itself nailed it and now moving to the food Starter Fish Fingers: Rs.639 The golden brown fingers were Crispy on the outside and were soft and juicy on the inside doing justice to the dish and the lemon slices made us get through the dish without filling up our tummies.Soup -Hot & sour seafood soup: Rs.429 The soup was well balanced and the hint of tang was appreciable.Main course -Chicken Tikka Masala ( Rs.669),Butter Naan(Rs.169) and Schezwan seafood fried rice(Rs.889).The meat so well cooked and the spices were in correct proportions which along with the butter naan was like a crackle in the mouth. The seafood rice can be consumed as such and didnt need any accompaniments though we had.\nBeverages Papaya Juice(Rs.200)and lime juice(Rs.190)\Presented nicely, the papaya wasn't impressive as it was a little watery and bland maybe as it was the peak time but Kevs lime was to our rescue Spice Coast nails it in terms of hygiene, presentation, quality &quantity for a very pocket friendly price than a lot of highly priced places. The only factor to look into is the not so impressive ambiance, which they said will be renovated soon so that it becomes Insta friendly, which is good news. Spice coast helps you have your flavorful favorite meals even on month ends Service : Excellent.More""]",Spice Coast,POSITIVE
2499,b'Review ',"b'Reviewed January 10, 2019 '",b'Date of visit: January 2019',[b'The best restaurant in the town for some great  and authentic indo Chinese food \xf0\x9f\x98\x83 for a reasonable price and excellent service.'],Spice Coast,POSITIVE
2500,b'The best place to fill your stomach!',"b'Reviewed January 10, 2019 '",b'Date of visit: January 2019',"[b'The chicken tikka , the butter chicken masala with butter naan are the best combination at this place. The hot butter cuttlefish is way better than the places available in Colombo. Don\xe2\x80\x99t forget the welcome drink which is quite pleasing. One of the good restaurants...with good service and friendly staff and not to forget about the reasonable price.More']",Spice Coast,POSITIVE
2501,b'Great Coffee shop ',"b'Reviewed March 11, 2020 '",b'Date of visit: March 2020',"[b'Best part of the whole experience is it\xe2\x80\x99s staff who are very friendly and accommodating to all requests, I go there quite often and have not been disappointed even once, Their Grilled Chicken Sandwich, Belgian Hot Chocolate, Hot Mocha, Chicken Danish and even the Chocolate...Milkshake are few favorites of mine.More']",Baguette French Bakery & Cafe,POSITIVE
2502,b'Lovely Caf\xc3\xa9 & Helpful Staff ',"b'Reviewed February 26, 2020 '",b'Date of visit: February 2020',"[b'I popped in here whilst my wife was at the BC Salon (next door) getting her nails done. The staff were very welcoming when I asked for suggestions and so helped me pick the coffee shake, cr\xc3\xa8me br\xc3\xbbl\xc3\xa9e cheesecake and pistachio macaron.. all of which...was great in taste and presentation. It would seem fairly priced for the quality and relaxing atmosphere. Definitely worth stopping by if you are ever in the neighbourhood or your other half is in the salon next door!More']",Baguette French Bakery & Cafe,POSITIVE
2503,b'Lovely Place',"b'Reviewed December 30, 2019 '",b'Date of visit: December 2019',[b'Baguette is a great place for authentic and tasty french bread and pastries. Ive returned a number of times and the family and I have always enjoyed the food. We love the croissants but in the heat of lanka the passionfruit mocktail for us is...a real thirst quencher.More'],Baguette French Bakery & Cafe,POSITIVE
2504,b'Perfect for any type og regular drinks.',"b'Reviewed December 22, 2019 '",b'Date of visit: December 2019',[b'Had a flat white which tasted very nice (without Sugar). Looks very clean and the staff is helpful :)'],Baguette French Bakery & Cafe,POSITIVE
2505,b'Cozy and authentic ',"b'Reviewed September 22, 2019 '",b'Date of visit: July 2019',[b'Nice place with and authentic French food. I loved the croissant which was same as I have tried in France.'],Baguette French Bakery & Cafe,POSITIVE
2506,b'Decent Chinese Restaurant with Great Food',"b'Reviewed October 13, 2018 '",b'Date of visit: July 2018',"[b""Great food at reasonable rates. However they are extremely short of staff. They only have about 2 waiters and they get fully occupied when it's crowded and thus, the efficiency of service becomes low. Nevertheless, the setting is comfortable and well maintained. Its kids friendly...and ideal for both small and large groups.More""]",Jade Restaurant,POSITIVE
2507,b'Food is not upto standard',"b'Reviewed June 16, 2018 '",b'Date of visit: June 2018',"[b'We visited this restaurant for dinner, and ordered a fried rice and three dishes. \nRice was passable.\nBoth meats were tasteless. Ordered two different dishes of chicken and pork, both came out topped with the same tasteless sauce. \nPortions were quite big though.']",Jade Restaurant,NEGATIVE
2508,b'Real chinese food in Sri Lanka',"b'Reviewed February 25, 2018 '",b'Date of visit: February 2018',[b'Jade restaurant offers real Chinese food which is rare to find in Sri Lankan restaurants. Dished are clean and tasty. Prices are average and value for money you spent.'],Jade Restaurant,POSITIVE
2509,b'Nice Foods',"b'Reviewed November 10, 2017 '",b'Date of visit: October 2017',"[b'Went there had dinner few times  it was superb. Service, quality,potions are equally good location also.']",Jade Restaurant,POSITIVE
2510,b'Nice Chinese Food Sri Lankan Style',"b'Reviewed May 25, 2017 '",b'Date of visit: May 2017',[b'Had dinner here with a friend. The food was good . Service excellent. Clean  &  beautiful interior. Good choice of food.'],Jade Restaurant,POSITIVE
2511,b'Not much variations but good food for a quick meal (for Vegetarians)',"b'Reviewed March 22, 2016 '",b'Date of visit: March 2016',[b'Jade is another place for dine in and take away Chinese food in Colombo. They have outlets in Mirihana and Maharagama (& some more) which I used to visit some time.\n\nThey don\xe2\x80\x99t have much variety when it comes to Vegetarian Chinese food but the...food is less oily and tasty. For me separating them from the rest they have a special \xe2\x80\x9cBattered Button Mushroom\xe2\x80\x9d dish which is spectacular which I haven\xe2\x80\x99t tasted anywhere else. I have tried the same at Cheers pub in Cinnamon Grand which was utterly poor considering the seasoning and the batter used. One should try this and you would feel what I\xe2\x80\x99m trying to describe.\n\nOther than that they have a poor selection on Vegetarian food and it\xe2\x80\x99s good for a quick meal when you don\xe2\x80\x99t have much of a choice.More'],Jade Restaurant,NEGATIVE
2512,b'Worth and Good Service',"b'Reviewed October 8, 2014 '",b'Date of visit: October 2014',[b'This place is worth for money and their service is good. Not so much crowdy. Place is nice and cozy...'],Jade Restaurant,POSITIVE
2513,b'Drop in service and quality',"b'Reviewed July 27, 2014 '",b'',"[b'Jade used to be an all time fav, but since of late their food isnt upto standard though the price keeps rocketing. \n\nWill not recommend it now to anyone. Their set menu is not that bad...']",Jade Restaurant,POSITIVE
2514,b'value for the money',"b'Reviewed April 23, 2014 '",b'Date of visit: November 2013',[b'Good place for visit with Dmamily prices are moderate with good customer care.limited car park and offer delivary as well.'],Jade Restaurant,POSITIVE
2515,b'Strict dress code',"b'Reviewed February 23, 2020 '",b'Date of visit: February 2020',"[b""If you do not wear smart casual, you cannot enter this place. Not even see how it is! Bad luck so don't go!""]",Floatz Pub,NEGATIVE
2516,b'a Pub in a shopping mall with dress code?? - (under cover??)',"b'Reviewed November 2, 2019 '",b'Date of visit: October 2019',"[b'we have been regular guest in this Marino Malll 3 times, dropping in in the same outfit, and in the end both in the ""Ocean Grill and bar"" and the ""Chinese Restaurant Shiwu""  on the 8th floor for refreshments and dinner. This to places belongs...to the same company, too! The temperature in Colombo at this time, early in the evening was still by approximately 30 degrees Celsius! Most tourists are walking in t-Shirts and barefoot in sandals!\nArriving the entrance to ""Floatz Pub"" we, my wife and me, have been stopped by the doorman. He was explaining to me that there was no entrance to this place coming barefoot in sandals! We understood at the same moment that this place isn\'t a Pub, but a nightclub! -  the most of the interior in red color, with spotlights and crazy music. I thought that everybody in Sri Lanka, with a long history of connections to England, knows what a ""pub"" looks like! - well, well, sorry,  the company and the owners are Chinese! and somebody should explain for them that there are many cities around the world where they will find districts in the same color as this nightclub! - but please not in Colombo, shoppings district 3!\nPs. - on the way down by elevator there was a huge poster, advertising ""Floatz Pub""! - look carefully at the guy\'s outfit at the pool table! :)More']",Floatz Pub,NEGATIVE
2517,b'Late Night Entertainment',"b'Reviewed October 22, 2019 '",b'Date of visit: October 2019',"[b'Staying with a friend at the Marino Beach Hotel at around midnight we were able to use the private access to the ""pub"" via the Marino Mall.  More of an up-market nightclub than a ""pub"" on a Friday evening there was quite a crowd of...young Sri Lankan locals dancing the night away. Everything looked to be operated very professionally from the door to the bar/food and the entertainment itself. Not a large space - but a couple of lounge areas and a reasonable dance floor. The lighting and sound system were all state of the art. Very friendly atmosphere and drink prices very reasonable. My friend who also happens to be a professional DJ was very impressed!!More']",Floatz Pub,POSITIVE
2518,b'Excellent Service & Superb place',"b'Reviewed September 27, 2019 '",b'Date of visit: September 2019',"[b""We were a group from Airline.Had a memorable time and a friendly staff.\n\nNice place to hangout with friend and a good place to have fun on the Thursday night.Had a fun time playing pool.Staff is very friendly and provide an excellent service.\n\nMr.Praneeth (Manager...on duty) Thank you so much for your kind & excellent service. Definitely we'll be back.\n\nThank youMore""]",Floatz Pub,POSITIVE
2519,b'Lovely atmosphere',"b'Reviewed September 9, 2019 '",b'Date of visit: September 2019',"[b""Lovely place with great music, trendy crowd and a range of food and beverages. They've got a modern ambiance that is lit with dynamically transitioning lights on both walls and the ceiling. Staff is friendly, attentive and provides a commendable service. They also have happy...hour offerings on certain days that goes up until 9pm. Overall, a great place to drink, dine and socialize.More""]",Floatz Pub,POSITIVE
2520,b'Felt at home ',"b'Reviewed September 8, 2019 '",b'Date of visit: September 2019',"[b'First time visiting floatz, landed at the happy hour and indeed the hour was great \nStaff was friendly, our sever provided us with the best drinks.\nLoved the happy our drink called ""beried in mints"" vodka and berries and all the good vibes. \nThe view...was great, you could see the sky kissing the ocean so peaceful \nSpecially the prices, for 4 ppl it was around  rs.5k and I think it\'s a great deal with the quality food,drinks  and hospitalityMore']",Floatz Pub,POSITIVE
2521,b'Pub at the Marino Mall',"b'Reviewed August 28, 2019 '",b'Date of visit: August 2019',[b'This is located on the top floor of the mall. Pretty spacious and they serve a variety of drinks. They had happy hours on 2 brands of draft beer/whisky/rum till 9 pm and these were priced at 50% off. Limited list of finger food -...tried the potato wedges which was pretty decent. Good portion too. \n\nService was good. Music bad (not my kinda music at all!)!\n\nI went on a Wed evening and the place was almost empty. Hope they have a better crowd usually!More'],Floatz Pub,NEGATIVE
2522,b'Very nice atmosphere and good service from friendly staff',"b'Reviewed August 22, 2019 '",b'Date of visit: August 2019',[b'Very nice atmosphere and a friendly staff. Nice place to hangout with friend and a good place to have fun  on the Friday night.  Staff is very friendly and provide a good service.'],Floatz Pub,POSITIVE
2523,b'Good happy hour',"b'Reviewed August 19, 2019 '",b'Date of visit: August 2019',[b'Had a fun time playing pool with Ajith. The bar had a good deal on drinks during happy hour. From the bar you can watch sunset.'],Floatz Pub,POSITIVE
2524,b'An excellent experience',"b'Reviewed August 10, 2019 '",b'Date of visit: August 2019',"[b""We were a group of old office friends who meet every few months and are dedicated to check out new locations. This location certainly didn't disappoint! The ambience was excellent as was the service,\n\nThe only downside was the confusing numbering of the car park...bays, and the rather unclear approach to the rooftop venue. \n\nThis is the ideal venue for an evening out. We will most certainly make several more visits.More""]",Floatz Pub,POSITIVE
2525,"b'Excellent food, Excellent service...'","b'Reviewed January 14, 2016 '",b'Date of visit: January 2016',"[b""I'm not a huge fan of Japanese food, but this I must say is one of the best Japanese fine dining restaurants I've been so far. \n\nThe staff is so friendly, helpful and offered us an excellent level of service. And the cheff, who is...a Japanese national, visits every table to get feedback on the quality of food. \n\nI can recommend this place to anyone who's planning for a decent Japanese meal.More""]",WIP (Work In Progress),POSITIVE
2526,b'Excellent Food & Perfect Ambience',"b'Reviewed January 27, 2015 '",b'Date of visit: January 2015',"[b""This is one restaurant in Colombo, one must visit to dine and wine, at least once. They serve excellent food at all times. Especially, the sea food platters and spaghetti are my firm favourites. They serve very good wine and other beverages too. Prices are...affordable and one gets value for money. The ambiance is perfect where one could relax and enjoy a good meal in a beautiful uncluttered, posh place, either with one's spouse/partner, family or friends. Staff are well trained and are polite and professional.\n\nI have been there many times and would love to patronize it in the future too.More""]",WIP (Work In Progress),POSITIVE
2527,b'Good Food and ambience',"b'Reviewed January 22, 2015 '",b'Date of visit: January 2015',"[b'Loved the ambience of the Old Dutch Hospital and this little restaurant .Food was really good,though I wish they had a working draught beer machine...otherwise it was all good :)Totally recommend the spaghetti and prawn platter.']",WIP (Work In Progress),POSITIVE
2528,"b'Very nice dinner, great food, great service, relaxed ambience'","b'Reviewed January 18, 2015 '",b'Date of visit: January 2015',"[b""We had dinner at Hilton's WIP restaurant on Saturday evening, Jan. 10th.\n\nIt's the second time I've been to the restaurant in 2 years, and the service, the relaxed ambience and the very tasty cuisine definitely lived up to expectation. \n\nWIP, located in Colombo's Old...Dutch Hospital complex in Fort, is a great place to head to, if you're in the mood for a loungy, relaxed eating-out environment. The service, under the direction of Mr. Prasad, was impeccable - and a testament to the high level of professionalism associated with Colombo Hilton in the 90s, under Mr. Garmini Fernando.\n\nThe food and drink were fine - the variety was good, and the food very tasty, indeed, without being too spicy. As for the wines, there was something for every pallet - our choice, despite being in the modest price range, was a pleasant surprise.\n\nWIP also has a charming, colonial ambience to it, following the rustic design and iron, brown, and black interior of the Old Dutch Hospital. We were told that the restaurant will soon be undergoing a refurbishment, and I'll look forward to coming and seeing what they've done with he place - let's hope they maintain it's current charm.\n\nA very nice, affordable evening - great quality.More""]",WIP (Work In Progress),POSITIVE
2529,b'Great',"b'Reviewed December 29, 2014 '",b'Date of visit: November 2014',"[b'Although the name implies WIP the menu, restaurant and staff where well progressed and we where very happy with our dining experience']",WIP (Work In Progress),POSITIVE
2530,"b""it can't get much worse""","b'Reviewed December 25, 2014 '",b'Date of visit: December 2014',"[b""wow...i can't believe this place is associated with the hilton - they should get rid of it or change out just about everything!  i had crab cakes....didn't taste any crab, only potatoes.  I informed the waiter when he came by to ask how the meal...was - and he disappeared, never to be seen again.  the beer was overpriced, service slow even before he disappeared.  our other dish was only so so.  Save your time and money and take a pass on this one.More""]",WIP (Work In Progress),NEGATIVE
2531,b'Ok',"b'Reviewed December 15, 2014 '",b'',[b'Place looks nice.... And staff very accommodating.... However food is another affair altogether.....\n\nVery bland n just loaded with sauce tried the pork knuckle which was bland'],WIP (Work In Progress),NEGATIVE
2532,b'Good Interiors.Great seafood.Avoid Dessert.',"b'Reviewed December 9, 2014 '",b'Date of visit: December 2014',[b'WIP is owned by Colombo and its my usual lunch stop when in Colombo. Top recommended dish is Chili Coriander Grilled Bassa and Lagoon Prawns. Indoor plus Outdoor seating where you can talk over a nice meal. Will be candle lit in the evenings. Small...variety but almost everything is good.More'],WIP (Work In Progress),POSITIVE
2533,"b'Nice environment, the food is not that good tho'","b'Reviewed December 3, 2014 '",b'',"[b""Very nice environment . Got attracted by the decoration and decided to have dinner here.\n\nOrdered a pork rips as starting. The sauce is good but the port is not very fresh.\n\nOrder a fish and chips with WIP salad dressing. A bit disappointed because...I could taste the fish was stored in the fringe for so long. It was not crispy as all.\n\nFinally ordered an ice cream. It was okay, just standard ice cream\n\nThe whole meal costs USD30. Not expensive, but can't be a lot betterMore""]",WIP (Work In Progress),NEGATIVE
2534,b'Nice chill spot',"b'Reviewed November 5, 2014 '",b'',"[b'Only for drinks twice. Nice retro settings and out of the heat n mugginess. WiFi existed only for 15 mins first visit and never had it again. Wait staff are good, but would be excellent if they took some effort to comprehend orders properly, especially...if you have special/specific requests.More']",WIP (Work In Progress),NEGATIVE
2535,b'Good place to chill out',"b'Reviewed July 2, 2020 '",b'Date of visit: July 2020',[b'Good food good service really the fish nd chips here is superbb.. keep up the good work. Beer tower was bit delay bt its k. Next tym try to serve it fast'],TGI Friday's,POSITIVE
2536,b'Big Name Who Keep Their Standard',"b'Reviewed February 11, 2020 '",b'Date of visit: July 2019',"[b'TGIF kept their international standard. I love the food. The ambience is okay, its a bit to dark inside but at leat I can still see the food that I eat. Thats the only feedback.']",TGI Friday's,POSITIVE
